policy_id,client_id,line_of_business,issuing_carrier,issued_on,expiry_date,premium_amount,premium_bill_to,renewal_status,last_updated,broker_commision_pct
P008324,C002209,Biomedical engineer,David PLC Insurance Inc.,2006-08-13,2026-08-13,326.38667753926626,Subsidiary,New,2025-11-28,6.3753334624254085
P004995,C008738,Oncologist,Aguilar Group Insurance Inc.,2006-10-02,2026-10-02,252.90493545280202,Direct Bill,Marketing,2025-11-28,15.920639054279732
P005639,C001527,Housing manager/officer,Taylor-Sanchez Insurance Inc.,2006-07-07,2026-07-07,731.7429606237679,Direct Bill,Renewal Quoted,2025-11-28,11.825611226022644
P006319,C005896,"Scientist, product/process development","Mcbride, Brown and Mcdowell Insurance Inc.",2005-12-11,2025-12-11,322.49106087648175,Third-Party Billing,Marketing,2025-11-28,7.547769247243141
P009208,C006742,Quarry manager,"Strickland, Bailey and Robinson Insurance Inc.",2006-02-02,2026-02-02,285.98246456919054,Third-Party Billing,Canceled,2025-11-28,9.346638049428858
P002280,C002077,"Designer, multimedia",Morris LLC Insurance Inc.,2006-04-28,2026-04-28,3814.7047495261,Direct Bill,Canceled,2025-11-28,11.923419704122226
P002443,C004875,"Presenter, broadcasting","Nielsen, Adams and Shah Insurance Inc.",2006-08-31,2026-08-31,453.90529322369315,Subsidiary,Canceled,2025-11-28,6.214453250486253
P006578,C009319,Set designer,Clayton-Duran Insurance Inc.,2006-08-10,2026-08-10,242.44961795464977,Subsidiary,Renewal Quoted,2025-11-28,18.23071449920719
P005712,C007737,Midwife,"Hardy, Baker and Robinson Insurance Inc.",2006-07-11,2026-07-11,1114.963888884572,Insured,Marketing,2025-11-28,12.991374749059
P007774,C006853,Energy engineer,"Pope, Hernandez and Ellis Insurance Inc.",2006-05-12,2026-05-12,1050.3488282048886,Parent Company,New,2025-11-28,7.802897022788448
P002200,C004383,Rural practice surveyor,"Tyler, Miller and James Insurance Inc.",2006-03-30,2026-03-30,736.0385445091338,Parent Company,Renewal Quoted,2025-11-28,9.314749519638056
P006735,C002113,Personnel officer,"Meyers, Cox and Jones Insurance Inc.",2006-07-30,2026-07-30,566.828819660406,Subsidiary,Canceled,2025-11-28,13.887962952387916
P003209,C002636,"Conservator, museum/gallery","Elliott, Bennett and Munoz Insurance Inc.",2006-04-01,2026-04-01,600.9943461267302,Premium Finance Company,Renewal Quoted,2025-11-28,2.95780243981371
P003742,C004141,Tax inspector,Barnes-Caldwell Insurance Inc.,2006-05-14,2026-05-14,211.15618672326966,Parent Company,Renewal Quoted,2025-11-28,11.34671987794778
P007135,C001010,IT sales professional,Mitchell and Sons Insurance Inc.,2006-02-18,2026-02-18,197.38100743632458,Subsidiary,Canceled,2025-11-28,4.165326602315843
P008301,C003953,"Therapist, drama",Roberts LLC Insurance Inc.,2005-12-07,2025-12-07,374.7173656279402,Parent Company,Marketing,2025-11-28,11.432407971141796
P005849,C006181,Wellsite geologist,"English, Schmidt and Rodriguez Insurance Inc.",2006-01-22,2026-01-22,444.1643501139778,Agency Bill,Marketing,2025-11-28,13.295676760832706
P003102,C005848,Restaurant manager,"Nichols, Smith and Aguirre Insurance Inc.",2006-11-06,2026-11-06,1685.5978788430186,Premium Finance Company,New,2025-11-28,16.20706801274304
P003156,C001175,Haematologist,Young-Hall Insurance Inc.,2006-08-11,2026-08-11,928.9487780803561,Direct Bill,Marketing,2025-11-28,9.46320290927642
P005213,C004192,"Surveyor, insurance",Olson LLC Insurance Inc.,2006-02-24,2026-02-24,833.810893965913,Agency Bill,Canceled,2025-11-28,14.207782305693112
P004578,C007603,Production manager,Smith Inc Insurance Inc.,2006-08-28,2026-08-28,579.8140552760586,Parent Company,Canceled,2025-11-28,15.04048995553561
P002531,C004880,Location manager,"Bell, Duncan and Bowen Insurance Inc.",2006-11-10,2026-11-10,332.9609771084435,Agency Bill,New,2025-11-28,7.540437047454594
P001697,C001174,"Geologist, engineering",Ortega-Brown Insurance Inc.,2006-07-14,2026-07-14,1023.2599577544611,Third-Party Billing,Renewal Quoted,2025-11-28,9.342143163772853
P003363,C002571,"Production designer, theatre/television/film",Robinson Inc Insurance Inc.,2006-02-09,2026-02-09,712.1351544541279,Insured,Marketing,2025-11-28,12.2232077826702
P003528,C004355,Health and safety adviser,"Hernandez, Hudson and Arias Insurance Inc.",2005-12-29,2025-12-29,2621.1766965383845,Third-Party Billing,Marketing,2025-11-28,7.544558748168544
P004339,C002610,"Scientist, forensic","Roberts, Ballard and Morris Insurance Inc.",2006-03-24,2026-03-24,345.72706921985434,Parent Company,Canceled,2025-11-28,15.473763865967346
P006659,C004002,Publishing rights manager,Davis-Cook Insurance Inc.,2006-10-01,2026-10-01,1336.30277693593,Agency Bill,Renewal Quoted,2025-11-28,14.317482640070613
P003643,C006598,"Loss adjuster, chartered",Sharp-Moore Insurance Inc.,2006-03-26,2026-03-26,3398.165108867392,Agency Bill,Canceled,2025-11-28,10.611356339518858
P004389,C003416,IT trainer,Taylor-Morrison Insurance Inc.,2006-07-25,2026-07-25,283.6116405819092,Third-Party Billing,Canceled,2025-11-28,10.458794593328285
P008644,C004869,Human resources officer,Thomas LLC Insurance Inc.,2006-03-16,2026-03-16,187.45954727742773,Parent Company,Canceled,2025-11-28,8.40088830613411
P007078,C003407,Recycling officer,Maynard-Vasquez Insurance Inc.,2006-10-07,2026-10-07,504.69318104121277,Payroll Vendor,Marketing,2025-11-28,12.799738363286409
P009669,C009579,Lexicographer,"Robbins, Spence and Terry Insurance Inc.",2006-06-26,2026-06-26,269.1870502162358,Premium Finance Company,New,2025-11-28,10.090739746639908
P004745,C007130,Firefighter,"Williams, Shaw and Jackson Insurance Inc.",2006-01-16,2026-01-16,184.69803063864225,Payroll Vendor,New,2025-11-28,7.312979010162394
P004704,C007364,"Engineer, electrical",Johnson LLC Insurance Inc.,2006-01-14,2026-01-14,1831.4644082295097,Premium Finance Company,Marketing,2025-11-28,12.252492571488323
P005736,C003022,Research scientist (medical),Miller Inc Insurance Inc.,2006-09-09,2026-09-09,2020.462910348168,Mortgagee,Canceled,2025-11-28,6.162657516401644
P004368,C003597,Armed forces training and education officer,"Foster, Ford and Joseph Insurance Inc.",2006-11-18,2026-11-18,175.13910561205682,Third-Party Billing,Renewal Quoted,2025-11-28,10.533943399774275
P006800,C005165,"Engineer, electrical",Villa Ltd Insurance Inc.,2006-08-13,2026-08-13,206.62287365032716,Mortgagee,Renewal Quoted,2025-11-28,14.805684343823373
P007634,C009299,Advertising account executive,Mccoy-Ochoa Insurance Inc.,2006-05-06,2026-05-06,123.18136117529411,Payroll Vendor,New,2025-11-28,1.6647136258468933
P004350,C005006,Building services engineer,"Solomon, Paul and Jones Insurance Inc.",2006-10-23,2026-10-23,448.83552325492036,Third-Party Billing,Marketing,2025-11-28,15.819516297720762
P007611,C003343,Chief Executive Officer,"Chen, Brown and Harris Insurance Inc.",2005-12-01,2025-12-01,2157.857950109709,Subsidiary,Marketing,2025-11-28,10.591036078914264
P006283,C006503,Broadcast engineer,Wilson-Elliott Insurance Inc.,2006-07-21,2026-07-21,194.92526451693087,Insured,New,2025-11-28,12.302482371293127
P003525,C008777,Logistics and distribution manager,Monroe and Sons Insurance Inc.,2006-08-25,2026-08-25,651.484522702166,Payroll Vendor,Marketing,2025-11-28,16.90116506431422
P006407,C009419,"Accountant, chartered public finance",Day LLC Insurance Inc.,2006-02-06,2026-02-06,136.44788478889924,Direct Bill,Canceled,2025-11-28,14.169773429152738
P005214,C004034,Psychiatric nurse,Cherry-White Insurance Inc.,2006-07-11,2026-07-11,2991.167621486169,Agency Bill,New,2025-11-28,6.139965848857623
P007430,C004781,Diplomatic Services operational officer,Ruiz-Pineda Insurance Inc.,2006-01-06,2026-01-06,3689.9895521700982,Agency Bill,New,2025-11-28,5.590991304917666
P003235,C001962,Further education lecturer,Miller LLC Insurance Inc.,2005-12-30,2025-12-30,452.22810655300054,Third-Party Billing,Marketing,2025-11-28,4.393717594000917
P004021,C008258,"Engineer, production","Gonzalez, Conner and Soto Insurance Inc.",2006-05-04,2026-05-04,272.1013398669483,Agency Bill,Canceled,2025-11-28,17.550707062184742
P005994,C005453,Games developer,Huerta-Rivera Insurance Inc.,2006-05-25,2026-05-25,1231.0547481944097,Agency Bill,New,2025-11-28,8.013329400464368
P001680,C004356,Police officer,Hamilton and Sons Insurance Inc.,2006-08-24,2026-08-24,3643.072099412337,Direct Bill,Renewal Quoted,2025-11-28,9.677893986887288
P002144,C009509,Financial adviser,"Willis, Donovan and Anderson Insurance Inc.",2005-12-04,2025-12-04,6681.650353132506,Direct Bill,Marketing,2025-11-28,12.916793440418475
P006035,C005851,"Engineer, land",Flowers-White Insurance Inc.,2005-12-16,2025-12-16,204.63736675604548,Direct Bill,Canceled,2025-11-28,9.959163828026114
P003392,C001845,Medical illustrator,"Melendez, Blevins and Adkins Insurance Inc.",2006-01-27,2026-01-27,314.8087100755749,Mortgagee,Renewal Quoted,2025-11-28,0.5039698473538117
P008628,C004267,Building surveyor,Cox-Fleming Insurance Inc.,2006-02-19,2026-02-19,546.003257843763,Payroll Vendor,Marketing,2025-11-28,20.546571895625526
P008991,C006320,Local government officer,Wright-Chandler Insurance Inc.,2006-01-23,2026-01-23,4732.76136238856,Direct Bill,Marketing,2025-11-28,20.657573433009645
P004121,C006131,"Engineer, civil (consulting)",Cobb Ltd Insurance Inc.,2005-12-19,2025-12-19,590.3323894490679,Third-Party Billing,Canceled,2025-11-28,13.802648067326935
P006309,C008120,Arts development officer,Ramirez-Davis Insurance Inc.,2006-04-17,2026-04-17,493.6037185604838,Insured,Canceled,2025-11-28,7.485297362860304
P005009,C001411,"Surveyor, planning and development",Miller LLC Insurance Inc.,2006-02-28,2026-02-28,305.06086697314663,Direct Bill,Marketing,2025-11-28,8.19877471021635
P005457,C007599,Pharmacologist,"Fisher, Armstrong and Parker Insurance Inc.",2006-07-09,2026-07-09,228.37620074613332,Agency Bill,Marketing,2025-11-28,9.60468919173113
P004768,C004225,Forensic psychologist,"Stephens, Flowers and Williams Insurance Inc.",2006-06-07,2026-06-07,961.6864406881634,Third-Party Billing,New,2025-11-28,6.534092241840174
P006007,C007422,"Sales professional, IT",Vance-Hart Insurance Inc.,2006-03-31,2026-03-31,362.4388639858348,Third-Party Billing,Canceled,2025-11-28,10.397319232513514
P001389,C004123,Environmental consultant,Evans Ltd Insurance Inc.,2006-10-01,2026-10-01,500.48565875999145,Direct Bill,Marketing,2025-11-28,16.575602227676793
P003094,C008853,"Teacher, music",Holloway Inc Insurance Inc.,2006-04-24,2026-04-24,225.26803139012168,Premium Finance Company,Canceled,2025-11-28,17.212173907989737
P008031,C009384,"Surveyor, planning and development",Sharp-Graham Insurance Inc.,2006-03-17,2026-03-17,280.0222556767518,Mortgagee,Renewal Quoted,2025-11-28,14.08200672444864
P008730,C007975,Child psychotherapist,Brown Group Insurance Inc.,2006-05-31,2026-05-31,10198.86200905814,Agency Bill,Marketing,2025-11-28,13.862668646661767
P008739,C004207,Medical secretary,Chan and Sons Insurance Inc.,2006-08-07,2026-08-07,482.25914072840743,Agency Bill,Marketing,2025-11-28,11.801382391109053
P005068,C007732,Event organiser,Rodriguez LLC Insurance Inc.,2005-12-17,2025-12-17,6775.984359658135,Direct Bill,Marketing,2025-11-28,12.018023503810708
P002981,C007637,Advice worker,Silva-Harvey Insurance Inc.,2005-12-20,2025-12-20,360.7622336922226,Direct Bill,New,2025-11-28,14.90763557788044
P001522,C006631,Field trials officer,"Trevino, Combs and Smith Insurance Inc.",2005-12-17,2025-12-17,400.73953971675047,Parent Company,Canceled,2025-11-28,9.674059226683793
P003227,C004961,"Psychotherapist, dance movement",Robinson and Sons Insurance Inc.,2006-06-27,2026-06-27,237.3319286843697,Premium Finance Company,New,2025-11-28,10.954877221335128
P001729,C007681,"Therapist, art","Holder, Fleming and Stevens Insurance Inc.",2006-11-18,2026-11-18,1311.6767530017746,Third-Party Billing,Marketing,2025-11-28,16.050767407950573
P002357,C006203,Brewing technologist,Gill LLC Insurance Inc.,2006-02-21,2026-02-21,204.72515024909242,Third-Party Billing,Canceled,2025-11-28,11.649238025321642
P006846,C001866,Social researcher,Baker-Gonzalez Insurance Inc.,2006-09-17,2026-09-17,754.9982454740942,Subsidiary,Canceled,2025-11-28,2.5223364042835286
P008077,C002494,Armed forces training and education officer,Torres PLC Insurance Inc.,2006-10-28,2026-10-28,7463.516058449629,Premium Finance Company,Canceled,2025-11-28,8.834202444311114
P003669,C007203,"Producer, television/film/video",Frey LLC Insurance Inc.,2006-01-02,2026-01-02,133.05220814412954,Payroll Vendor,Canceled,2025-11-28,11.605292410288593
P004944,C008464,Acupuncturist,Taylor Ltd Insurance Inc.,2006-07-14,2026-07-14,374.5994187508402,Third-Party Billing,Renewal Quoted,2025-11-28,13.25685275392051
P009114,C004154,Exercise physiologist,Arnold-Gross Insurance Inc.,2006-01-17,2026-01-17,390.356217308298,Direct Bill,Renewal Quoted,2025-11-28,8.432384984316295
P005360,C008591,Chartered loss adjuster,Hodges Ltd Insurance Inc.,2006-01-31,2026-01-31,1256.3601099244893,Subsidiary,New,2025-11-28,8.989370629595461
P003204,C003133,Editorial assistant,"Curtis, Parks and Smith Insurance Inc.",2006-08-05,2026-08-05,2430.985509280662,Parent Company,New,2025-11-28,7.809474097060452
P009375,C007058,Geochemist,"Hernandez, Nunez and Carey Insurance Inc.",2006-05-25,2026-05-25,686.892253201208,Payroll Vendor,Marketing,2025-11-28,16.516890738821957
P007858,C002756,"Restaurant manager, fast food","Kim, Cervantes and Padilla Insurance Inc.",2006-03-09,2026-03-09,4623.314971757275,Subsidiary,Marketing,2025-11-28,9.586573267608978
P003005,C003161,Regulatory affairs officer,Cruz Inc Insurance Inc.,2006-06-03,2026-06-03,1281.3734692244047,Third-Party Billing,New,2025-11-28,18.484319979155114
P002731,C009559,Housing manager/officer,Silva-Torres Insurance Inc.,2006-10-15,2026-10-15,409.45561358436794,Insured,Marketing,2025-11-28,10.514750848795586
P008531,C003577,Race relations officer,Williams-Pace Insurance Inc.,2006-05-20,2026-05-20,356.205216675783,Parent Company,Renewal Quoted,2025-11-28,10.242635396463438
P005141,C007902,Research scientist (physical sciences),"Rodriguez, Jones and James Insurance Inc.",2006-10-07,2026-10-07,274.7074972456141,Premium Finance Company,Canceled,2025-11-28,11.562403159069772
P007976,C002076,"Designer, interior/spatial",Jordan Ltd Insurance Inc.,2006-04-29,2026-04-29,3874.913740093082,Direct Bill,Marketing,2025-11-28,5.018363809222793
P008168,C009949,"Secretary, company","Joseph, Lopez and Sullivan Insurance Inc.",2005-12-02,2025-12-02,247.63238715583014,Subsidiary,New,2025-11-28,11.883082109235223
P005443,C007530,Purchasing manager,"Palmer, Wells and Sparks Insurance Inc.",2006-05-29,2026-05-29,520.9831340415576,Direct Bill,Renewal Quoted,2025-11-28,9.90354490608335
P004272,C008498,"Scientist, research (life sciences)","Jensen, Glover and Green Insurance Inc.",2006-07-28,2026-07-28,3635.0447065342682,Agency Bill,Canceled,2025-11-28,3.017494224186837
P006792,C009597,Chief of Staff,Mays Inc Insurance Inc.,2006-05-13,2026-05-13,304.1381981242508,Payroll Vendor,New,2025-11-28,11.832429945945886
P009273,C005959,"Accountant, chartered public finance",Delgado and Sons Insurance Inc.,2006-11-24,2026-11-24,121.68608458531718,Mortgagee,Renewal Quoted,2025-11-28,12.7691630157342
P003326,C009848,Licensed conveyancer,Santos LLC Insurance Inc.,2006-05-10,2026-05-10,172.91367890437766,Payroll Vendor,New,2025-11-28,15.805352722877094
P007826,C006189,Commercial/residential surveyor,Taylor-Holmes Insurance Inc.,2006-09-11,2026-09-11,2203.94791655953,Payroll Vendor,Canceled,2025-11-28,5.913781633548579
P004098,C005634,Pathologist,Wallace Inc Insurance Inc.,2006-01-26,2026-01-26,532.7243375119093,Agency Bill,Renewal Quoted,2025-11-28,14.34674062098204
P003695,C009917,Land/geomatics surveyor,Guerrero PLC Insurance Inc.,2006-10-11,2026-10-11,362.01561971109044,Third-Party Billing,Renewal Quoted,2025-11-28,17.865108778541327
P005272,C004860,Counsellor,Rodriguez LLC Insurance Inc.,2006-03-28,2026-03-28,2239.6502571940805,Agency Bill,Canceled,2025-11-28,3.2168827471954984
P002444,C004381,Mental health nurse,Chan-Jordan Insurance Inc.,2006-04-16,2026-04-16,311.25530707168485,Subsidiary,Marketing,2025-11-28,19.383510848033644
P002606,C009784,Osteopath,Williams Group Insurance Inc.,2006-09-15,2026-09-15,2511.717546510771,Parent Company,New,2025-11-28,15.31528723725979
P002827,C006859,Clinical biochemist,Pierce Ltd Insurance Inc.,2006-10-17,2026-10-17,557.5631928633633,Premium Finance Company,Renewal Quoted,2025-11-28,15.653274597172825
P001041,C008977,Soil scientist,Silva LLC Insurance Inc.,2006-01-10,2026-01-10,551.357539006559,Parent Company,Renewal Quoted,2025-11-28,9.918742085090294
P007243,C001150,Oncologist,"Castro, Kelly and Oliver Insurance Inc.",2006-08-22,2026-08-22,486.38191064884467,Insured,Marketing,2025-11-28,15.30145272410174
P006025,C005410,Exercise physiologist,Colon PLC Insurance Inc.,2006-07-20,2026-07-20,300.1040951956224,Parent Company,New,2025-11-28,12.229195362481658
P001321,C001728,Emergency planning/management officer,Campos Ltd Insurance Inc.,2006-10-22,2026-10-22,251.23561875733938,Mortgagee,Marketing,2025-11-28,9.123739363190158
P004636,C004080,Geoscientist,Farmer Inc Insurance Inc.,2005-12-08,2025-12-08,370.86511551763743,Insured,New,2025-11-28,12.070681611328949
P003713,C005695,Software engineer,"Sheppard, Mejia and Davis Insurance Inc.",2006-10-29,2026-10-29,461.34568165970336,Parent Company,Canceled,2025-11-28,18.44233387516521
P006583,C006446,Commercial art gallery manager,"Hobbs, Johnson and Cox Insurance Inc.",2006-06-13,2026-06-13,369.9550605893362,Parent Company,Canceled,2025-11-28,9.062939597197772
P009526,C009645,Counsellor,Gonzalez-House Insurance Inc.,2005-11-30,2025-11-30,439.7440136014975,Third-Party Billing,Marketing,2025-11-28,7.0848123167604795
P003718,C007749,Financial planner,Carter LLC Insurance Inc.,2006-03-30,2026-03-30,971.4825793118547,Direct Bill,Renewal Quoted,2025-11-28,13.326389320630112
P007699,C005547,Contractor,Aguirre Inc Insurance Inc.,2006-11-27,2026-11-27,224.87824265671136,Insured,New,2025-11-28,19.321933658571595
P007643,C009120,Chief Financial Officer,Wilson Ltd Insurance Inc.,2006-11-12,2026-11-12,336.30382651083295,Mortgagee,Marketing,2025-11-28,12.109689957586317
P002661,C004809,Contracting civil engineer,Lee Ltd Insurance Inc.,2006-07-19,2026-07-19,1600.4342279232492,Direct Bill,Renewal Quoted,2025-11-28,9.872007385373191
P009209,C001436,Acupuncturist,Chavez LLC Insurance Inc.,2006-06-17,2026-06-17,2388.6825537231043,Insured,Renewal Quoted,2025-11-28,11.891129996661544
P002359,C002275,"Education officer, environmental","Stokes, Rogers and Oconnell Insurance Inc.",2006-08-08,2026-08-08,473.8458986730017,Insured,Marketing,2025-11-28,13.47191754713462
P005474,C007680,Environmental health practitioner,Mendoza-Williams Insurance Inc.,2006-09-11,2026-09-11,2211.431940066238,Direct Bill,Marketing,2025-11-28,9.020294410527642
P005731,C007395,"Administrator, local government","Middleton, Little and Hall Insurance Inc.",2005-12-25,2025-12-25,746.1406109903182,Parent Company,New,2025-11-28,4.966930836029952
P003803,C002760,"Engineer, broadcasting (operations)",White-Brown Insurance Inc.,2006-04-19,2026-04-19,436.9405270874749,Third-Party Billing,Renewal Quoted,2025-11-28,15.510503916513903
P002201,C004428,Financial trader,"Brown, Valentine and Byrd Insurance Inc.",2006-01-19,2026-01-19,2666.3738095584263,Mortgagee,New,2025-11-28,10.659459478722646
P008104,C007311,Clinical psychologist,"Morgan, Martin and Holland Insurance Inc.",2006-11-11,2026-11-11,415.13866019720996,Subsidiary,Canceled,2025-11-28,9.563334105676319
P001189,C001390,Armed forces technical officer,Freeman Inc Insurance Inc.,2006-07-06,2026-07-06,592.2163594776596,Premium Finance Company,Canceled,2025-11-28,9.974184394438739
P003680,C003799,"Surveyor, commercial/residential","Daniels, Wright and Lopez Insurance Inc.",2006-10-17,2026-10-17,505.7989621380703,Parent Company,New,2025-11-28,6.269663263161886
P004578,C003923,IT consultant,Hamilton-Olson Insurance Inc.,2006-10-11,2026-10-11,1355.5024112481374,Direct Bill,Canceled,2025-11-28,7.4102968922500265
P006833,C006378,Television floor manager,"Duarte, Lester and Gonzalez Insurance Inc.",2006-07-04,2026-07-04,446.5420129351385,Premium Finance Company,New,2025-11-28,18.1768651735264
P006893,C002124,Translator,"Thompson, Freeman and Morrison Insurance Inc.",2006-09-24,2026-09-24,722.3301555124652,Parent Company,New,2025-11-28,10.352535683615667
P001093,C007056,Diagnostic radiographer,"Smith, Mcmillan and Graham Insurance Inc.",2006-05-23,2026-05-23,94.26753235331917,Parent Company,Renewal Quoted,2025-11-28,8.761398836434212
P001293,C008124,Research scientist (maths),"Dunlap, Mccall and Williams Insurance Inc.",2006-05-01,2026-05-01,370.73049752023854,Insured,New,2025-11-28,15.27882700716146
P001992,C007234,Retail buyer,Byrd LLC Insurance Inc.,2006-04-16,2026-04-16,238.9304583157803,Parent Company,Canceled,2025-11-28,10.517732334593417
P001476,C004270,International aid/development worker,Sullivan PLC Insurance Inc.,2006-06-17,2026-06-17,2950.8878701418043,Mortgagee,Renewal Quoted,2025-11-28,10.183518650824173
P007718,C008503,"Production assistant, television",Martinez-Leblanc Insurance Inc.,2006-02-27,2026-02-27,322.2852168596164,Mortgagee,Marketing,2025-11-28,10.402165907033398
P007498,C003519,Minerals surveyor,Bell Group Insurance Inc.,2006-10-08,2026-10-08,322.953792807544,Insured,Renewal Quoted,2025-11-28,11.252851482752769
P001836,C008476,Housing manager/officer,Nguyen-Flores Insurance Inc.,2006-09-16,2026-09-16,1141.952344985911,Agency Bill,New,2025-11-28,9.627334835573846
P001286,C009986,"Designer, exhibition/display","Davis, Daniels and Ruiz Insurance Inc.",2006-08-13,2026-08-13,953.1151898553645,Parent Company,Marketing,2025-11-28,7.941625467960086
P004775,C003491,"Psychologist, occupational",Smith and Sons Insurance Inc.,2006-11-16,2026-11-16,554.0696159492538,Direct Bill,Marketing,2025-11-28,13.323681946734938
P003385,C009067,Radio producer,Mccormick-French Insurance Inc.,2006-04-25,2026-04-25,269.3331578551025,Insured,Canceled,2025-11-28,10.919242806893074
P004666,C005635,Optometrist,Ramirez Ltd Insurance Inc.,2006-05-24,2026-05-24,551.2641331013546,Agency Bill,New,2025-11-28,2.0284637447074427
P009785,C006717,Environmental education officer,Malone-Caldwell Insurance Inc.,2006-07-25,2026-07-25,423.0935192806272,Third-Party Billing,Renewal Quoted,2025-11-28,7.702533857715638
P004756,C002356,Civil Service fast streamer,"Flores, Pena and Brown Insurance Inc.",2006-03-07,2026-03-07,334.7114095159275,Premium Finance Company,Canceled,2025-11-28,10.185545577088604
P007665,C001305,Dance movement psychotherapist,White-White Insurance Inc.,2005-12-13,2025-12-13,419.94975840827635,Parent Company,Canceled,2025-11-28,15.572244817853143
P004496,C008947,Copy,Murphy and Sons Insurance Inc.,2006-11-08,2026-11-08,229.93761460471424,Parent Company,New,2025-11-28,4.096063912132029
P007086,C001611,Interpreter,Scott Ltd Insurance Inc.,2006-06-14,2026-06-14,4491.4788089462845,Direct Bill,Canceled,2025-11-28,7.307507235230159
P008230,C005233,Retail banker,"Mcdonald, Cannon and Morales Insurance Inc.",2006-07-15,2026-07-15,283.7021276224845,Subsidiary,Renewal Quoted,2025-11-28,11.557085293927772
P009977,C002139,Research scientist (physical sciences),"Williams, Carey and Osborne Insurance Inc.",2006-08-15,2026-08-15,130.4618786153945,Agency Bill,Renewal Quoted,2025-11-28,6.471029929603084
P008320,C009462,Network engineer,Gilbert Group Insurance Inc.,2006-06-02,2026-06-02,494.23312431325,Agency Bill,New,2025-11-28,12.764041070120891
P007510,C001467,Chiropractor,Curtis-Flores Insurance Inc.,2006-02-16,2026-02-16,217.943709734672,Insured,New,2025-11-28,10.058908114480326
P008100,C005298,"Surveyor, minerals",King Inc Insurance Inc.,2006-03-23,2026-03-23,1359.1816561742662,Insured,Marketing,2025-11-28,16.42580930900482
P004362,C004470,Furniture designer,Allen-Harris Insurance Inc.,2006-02-22,2026-02-22,571.956982220964,Premium Finance Company,Renewal Quoted,2025-11-28,9.600144092130781
P005645,C002730,"Librarian, academic",Mann LLC Insurance Inc.,2006-09-24,2026-09-24,149.24025443333286,Parent Company,Canceled,2025-11-28,18.62671693703794
P007429,C007137,Information systems manager,"Chan, Wilson and Livingston Insurance Inc.",2006-03-02,2026-03-02,2871.4599394232077,Parent Company,New,2025-11-28,10.824787184055877
P002324,C002609,Music tutor,Bentley-Pope Insurance Inc.,2006-11-26,2026-11-26,936.0878416376079,Parent Company,Marketing,2025-11-28,12.7118476217761
P005629,C006473,Sport and exercise psychologist,"Jimenez, Poole and Ruiz Insurance Inc.",2006-10-05,2026-10-05,266.47116781601915,Third-Party Billing,Canceled,2025-11-28,12.006161046431199
P003518,C004415,Jewellery designer,"Flowers, Ramirez and Johnson Insurance Inc.",2006-10-19,2026-10-19,334.8172395708534,Payroll Vendor,Canceled,2025-11-28,10.799424553077637
P005949,C005947,"Surveyor, building control","Smith, Kim and Kent Insurance Inc.",2006-05-25,2026-05-25,421.69410551477966,Mortgagee,Renewal Quoted,2025-11-28,7.304410583334484
P009550,C007651,Production manager,"Barrera, Baird and Molina Insurance Inc.",2006-01-12,2026-01-12,360.5987805490617,Premium Finance Company,Renewal Quoted,2025-11-28,9.212698309513085
P004986,C005581,Colour technologist,Miller Ltd Insurance Inc.,2006-09-23,2026-09-23,144.00382323685716,Mortgagee,New,2025-11-28,21.4851323300337
P005769,C008876,"Scientist, physiological","Palmer, Hahn and Jackson Insurance Inc.",2006-06-08,2026-06-08,194.08688308693266,Insured,Canceled,2025-11-28,5.215761490845108
P004231,C008745,Chartered loss adjuster,Cunningham Inc Insurance Inc.,2005-12-06,2025-12-06,754.6150588815975,Direct Bill,New,2025-11-28,17.09964358183707
P007434,C005229,"Teacher, adult education",Jones-Cabrera Insurance Inc.,2006-11-15,2026-11-15,345.1470977716745,Insured,Renewal Quoted,2025-11-28,15.579633349066821
P001966,C002209,Radio broadcast assistant,Rollins-Bradford Insurance Inc.,2006-07-13,2026-07-13,455.80870936385804,Third-Party Billing,Canceled,2025-11-28,3.621380192987254
P007639,C005108,Museum/gallery curator,Riddle-Burns Insurance Inc.,2006-04-06,2026-04-06,7285.227480588716,Subsidiary,New,2025-11-28,8.022152820912485
P002316,C003153,Horticultural consultant,Williams-Duran Insurance Inc.,2006-05-09,2026-05-09,317.31647057758505,Mortgagee,Canceled,2025-11-28,13.351155224289577
P006921,C006879,"Psychologist, counselling","Hanna, Bowen and Marquez Insurance Inc.",2006-04-26,2026-04-26,110.07900107300229,Payroll Vendor,Renewal Quoted,2025-11-28,7.613643086929823
P003974,C001336,Web designer,Dean PLC Insurance Inc.,2006-07-24,2026-07-24,1205.9663874891876,Subsidiary,Renewal Quoted,2025-11-28,12.012372316296265
P002873,C005799,"Pharmacist, hospital",Fisher-Brown Insurance Inc.,2005-12-20,2025-12-20,451.3228292813389,Direct Bill,Canceled,2025-11-28,6.626249588967182
P008909,C005328,Licensed conveyancer,Castillo Inc Insurance Inc.,2006-07-31,2026-07-31,705.1293744428041,Insured,Renewal Quoted,2025-11-28,11.070936783707998
P009615,C009004,Aid worker,Bryant Inc Insurance Inc.,2006-04-19,2026-04-19,443.71895746452606,Insured,Renewal Quoted,2025-11-28,10.610842200711655
P004863,C003992,Freight forwarder,White-Hughes Insurance Inc.,2006-04-09,2026-04-09,238.91343899341516,Insured,Renewal Quoted,2025-11-28,12.525092826661815
